"MgmtID","StandID","Year","RmvCode","Age","Tpa","TPrdTpa","BA","SDI","CCF","TopHt","QMD","MCuFt","TPrdMCuFt","SCuFt","TPrdSCuFt","SBdFt","TPrdSBdFt","RTpa","RMCuFt","RSCuFt","RSBdFt","PrdLen","Acc","Mort","MAI","ForTyp","SizeCls","StkCls","RunTitle","CaseID"
"A009","360204104669","2019","0",108,26059.4140625,26059.4140625,159.588531494141,374,359,71,1.05963063240051,3023.50317382812,3023.50317382812,2230.26831054688,2230.26831054688,13583.10546875,13583.10546875,0,0,0,0,1,32.5659103393555,31.4369525909424,28,"801","1","2","ByPlotYearly","7f5bce33-272c-43a3-b280-305e30613a0c"
"A009","360204104669","2020","0",109,25003.919921875,25003.919921875,160.603302001953,379,363,71,1.08519649505615,3024.63208007812,3024.63208007812,2240.43505859375,2240.43505859375,13477.513671875,13477.513671875,0,0,0,0,1,31.7489204406738,33.9340057373047,27.7522926330566,"801","1","2","ByPlotYearly","7f5bce33-272c-43a3-b280-305e30613a0c"
"A009","360204104669","2021","0",110,23808.556640625,23808.556640625,161.034622192383,382,365,72,1.11359894275665,3022.44750976562,3022.44750976562,2249.701171875,2249.701171875,13669.5693359375,13669.5693359375,0,0,0,0,1,71.8634719848633,34.5800704956055,27.4727268218994,"801","1","2","ByPlotYearly","7f5bce33-272c-43a3-b280-305e30613a0c"
"A009","360204104669","2022","0",111,22706.373046875,22706.373046875,160.915725708008,382,366,72,1.13988554477692,3059.73046875,3059.73046875,2257.37963867188,2257.37963867188,13710.931640625,13710.931640625,0,0,0,0,1,31.7978019714355,34.6586952209473,27.5675678253174,"801","1","2","ByPlotYearly","7f5bce33-272c-43a3-b280-305e30613a0c"
"A009","360204104669","2023","0",112,21808.61328125,21808.61328125,160.845565795898,382,366,72,1.16285622119904,3056.86987304688,3056.86987304688,2265.71069335938,2265.71069335938,13591.6953125,13591.6953125,0,0,0,0,1,31.6035861968994,33.5792579650879,27.2946434020996,"801","1","2","ByPlotYearly","7f5bce33-272c-43a3-b280-305e30613a0c"
"A009","360204104669","2024","0",113,21080.201171875,21080.201171875,160.742645263672,381,367,73,1.18239736557007,3054.89404296875,3054.89404296875,2274.62060546875,2274.62060546875,13600.14453125,13600.14453125,0,0,0,0,1,31.2004699707031,32.2744483947754,27.0353984832764,"801","1","2","ByPlotYearly","7f5bce33-272c-43a3-b280-305e30613a0c"
"A009","360204104669","2025","0",114,20496.7109375,20496.7109375,160.75016784668,382,368,73,1.19913804531097,3053.81982421875,3053.81982421875,2282.89624023438,2282.89624023438,13645.302734375,13645.302734375,0,0,0,0,0,0,0,26.7894744873047,"801","1","2","ByPlotYearly","7f5bce33-272c-43a3-b280-305e30613a0c"
"A009","360211302486","2002","0",80,2178,2178,192.317504882812,330,371,111,4.02361822128296,5566.19970703125,5566.19970703125,4219.2001953125,4219.2001953125,27132,27132,0,0,0,0,1,156.313507080078,129.817916870117,69.5749969482422,"801","1","1","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2003","0",81,4093.4228515625,4093.4228515625,187.442443847656,318,350,111,2.89752340316772,5592.6962890625,5592.6962890625,4243.86865234375,4243.86865234375,27057.349609375,27057.349609375,0,0,0,0,1,108.804306030273,52.2535820007324,69.0493850708008,"801","1","1","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2004","0",82,6179.92333984375,6179.92333984375,188.033996582031,319,347,112,2.36190891265869,5649.24609375,5649.24609375,4304.748046875,4304.748046875,27566.833984375,27566.833984375,0,0,0,0,1,196.671722412109,60.9461975097656,68.8902435302734,"801","1","1","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
