"MgmtID","StandID","Year","Aboveground_Total_Live","Aboveground_Merch_Live","Belowground_Live","Belowground_Dead","Standing_Dead","Forest_Down_Dead_Wood","Forest_Floor","Forest_Shrub_Herb","Total_Stand_Carbon","Total_Removed_Carbon","Carbon_Released_From_Fire","RunTitle","CaseID"
"GROW","2301017008521","2001",58.4780616760254,35.3297348022461,19.2104740142822,3.44951391220093,7.81497001647949,10.457257270813,13.3866348266602,0.694908857345581,113.491828918457,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2005",61.220157623291,37.1371192932129,19.7873706817627,2.9389820098877,6.50056171417236,9.66527271270752,14.256724357605,0.694908857345581,115.063980102539,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2015",69.2533340454102,41.6872787475586,21.6730270385742,2.00440621376038,3.46799468994141,10.2061643600464,14.5624799728394,0.694908857345581,121.862312316895,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2025",77.680793762207,45.4918746948242,23.8578605651855,1.74345362186432,2.01559162139893,11.5640182495117,15.2654733657837,0.694908857345581,132.822113037109,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2035",87.1761703491211,50.5750389099121,26.6211338043213,2.08462643623352,4.10645866394043,10.7804861068726,15.8031587600708,0.694908857345581,147.266952514648,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2045",95.6261367797852,53.4041557312012,29.3063316345215,2.70193910598755,5.81212186813354,11.1132249832153,16.2680950164795,0.694908857345581,161.522750854492,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2055",98.6516342163086,53.9425354003906,30.5202598571777,4.40078496932983,10.5988988876343,12.0822315216064,16.6954326629639,0.694908857345581,173.644149780273,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2065",103.899360656738,56.4593162536621,32.3003387451172,4.77158212661743,8.7328290939331,13.6807336807251,16.8721618652344,0.694908857345581,180.951934814453,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2075",107.462455749512,66.039680480957,33.4364852905273,5.41803932189941,9.72177886962891,14.2806720733643,17.1863536834717,0.694908857345581,188.200714111328,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2085",111.146308898926,69.7129058837891,34.3657188415527,5.91231918334961,10.112099647522,14.3333625793457,17.4209461212158,0.694908857345581,193.98567199707,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2095",114.101425170898,72.5335693359375,35.1914100646973,6.21500062942505,10.5264692306519,13.880521774292,17.6275005340576,0.694908857345581,198.237243652344,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2105",116.886375427246,75.7939300537109,35.927619934082,6.39018678665161,10.6170539855957,14.0836505889893,17.8250827789307,0.694908857345581,202.424880981445,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2115",119.094589233398,77.7892684936523,36.5630989074707,6.50599002838135,10.7829065322876,14.2635374069214,18.0178165435791,0.694908857345581,205.922866821289,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2125",120.971000671387,79.4202880859375,37.1098022460938,6.58990669250488,10.9906187057495,14.5309429168701,18.1987457275391,0.694908857345581,209.0859375,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2135",122.455772399902,80.6722640991211,37.5815505981445,6.65227174758911,11.2283325195312,14.9401979446411,18.3674659729004,0.694908857345581,211.920501708984,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2145",123.554649353027,81.5280990600586,38.0224456787109,6.67307043075562,11.3973112106323,15.4588479995728,18.5154247283936,0.694908857345581,214.316650390625,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2155",123.793113708496,81.5254135131836,38.4532279968262,6.64701175689697,11.4289331436157,16.0357894897461,18.6452808380127,0.694908857345581,215.698272705078,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017008521","2165",125.027870178223,82.0379257202148,38.8806266784668,6.59485960006714,11.3637027740479,16.489725112915,18.7585201263428,0.694908857345581,217.81022644043,0,0,"AllConditions","6be78b5b-15fb-4cf9-befc-888fa6fe46c8"
"GROW","2301017010131","2001",85.8886947631836,56.7160453796387,23.1309928894043,0.665795385837555,1.98296630382538,10.457257270813,13.3866376876831,0.694908857345581,136.207260131836,0,0,"AllConditions","7482972c-ab75-4524-b112-b4dd9ea30670"
"GROW","2301017010131","2005",89.6736221313477,59.4157447814941,23.7976970672607,0.615743577480316,1.73369562625885,8.81796550750732,15.3940849304199,0.694908857345581,140.727722167969,0,0,"AllConditions","7482972c-ab75-4524-b112-b4dd9ea30670"
"GROW","2301017010131","2015",98.5790939331055,65.8297271728516,25.6987743377686,0.823816001415253,2.08434748649597,7.90287160873413,15.9920053482056,0.694908857345581,151.775833129883,0,0,"AllConditions","7482972c-ab75-4524-b112-b4dd9ea30670"
