"MgmtID","StandID","Year","RmvCode","Age","Tpa","TPrdTpa","BA","SDI","CCF","TopHt","QMD","MCuFt","TPrdMCuFt","SCuFt","TPrdSCuFt","SBdFt","TPrdSBdFt","RTpa","RMCuFt","RSCuFt","RSBdFt","PrdLen","Acc","Mort","MAI","ForTyp","SizeCls","StkCls","RunTitle","CaseID"
"FIA","230300703677","2003","0",89,4528.5283203125,4528.5283203125,114.008598327637,226,281,64,2.14845609664917,2256.16552734375,2256.16552734375,732.396240234375,732.396240234375,4345.029296875,4345.029296875,0,0,0,0,10,113.738723754883,8.63498973846436,25.3483142852783,"801","2","1","Grow_2003","c90c622c-0a5d-42dd-9141-fbdcb16e93b4"
"FIA","230300703677","2013","0",99,2328.26391601562,2328.26391601562,161.891540527344,342,401,76,3.57052731513977,3307.20239257812,3307.20239257812,1240.65283203125,1240.65283203125,7250.2626953125,7250.2626953125,0,0,0,0,0,0,0,33.4040412902832,"801","2","1","Grow_2003","c90c622c-0a5d-42dd-9141-fbdcb16e93b4"
"FIA","330200300163","2003","0",82,2882.041015625,2882.041015625,133.123825073242,231,270,80,2.91014122962952,3353.25537109375,3353.25537109375,2679.23413085938,2679.23413085938,17325.953125,17325.953125,0,0,0,0,10,51.3338165283203,1.10527992248535,40.8902435302734,"801","1","1","Grow_2003","2ad5fbe8-1f8f-40b1-a57f-aeef2c5a3e90"
"FIA","330200300163","2013","0",92,2607.52465820312,2607.52465820312,156.242797851562,286,331,81,3.31453132629395,3855.54052734375,3855.54052734375,2935.72973632812,2935.72973632812,18770.787109375,18770.787109375,0,0,0,0,0,0,0,41.9130439758301,"801","1","1","Grow_2003","2ad5fbe8-1f8f-40b1-a57f-aeef2c5a3e90"
"FIA","330200700781","2003","0",80,2144.94506835938,2144.94506835938,124.478134155273,230,216,72,3.26193046569824,2932.59350585938,2932.59350585938,1220.45959472656,1220.45959472656,6968.8974609375,6968.8974609375,0,0,0,0,10,81.0416488647461,3.9051513671875,36.6624984741211,"801","1","1","Grow_2003","e545b2ed-60a3-4b15-97b9-072b338ccb3b"
"FIA","330200700781","2013","0",90,1979.57580566406,1979.57580566406,152.876327514648,292,264,76,3.76288080215454,3703.95922851562,3703.95922851562,1746.39099121094,1746.39099121094,9550.142578125,9550.142578125,0,0,0,0,0,0,0,41.1555557250977,"801","1","1","Grow_2003","e545b2ed-60a3-4b15-97b9-072b338ccb3b"
"FIA","360303105218","2003","0",90,3471,3471,143.72966003418,283,260,69,2.75538444519043,2501.39990234375,2501.39990234375,1845.59985351562,1845.59985351562,10410,10410,0,0,0,0,10,113.447792053223,5.12803602218628,27.7888889312744,"105","1","1","Grow_2003","c2fba325-66d7-47bb-8891-3e2b1370b39a"
"FIA","360303105218","2013","0",100,2707.09497070312,2707.09497070312,199.24543762207,406,356,76,3.67348957061768,3584.59741210938,3584.59741210938,2512.89208984375,2512.89208984375,14977.654296875,14977.654296875,0,0,0,0,0,0,0,35.8499984741211,"105","1","1","Grow_2003","c2fba325-66d7-47bb-8891-3e2b1370b39a"
"FIA","360303506767","2003","0",81,1161,1161,203.387710571289,358,352,76,5.66738271713257,4996.7998046875,4996.7998046875,3078.59985351562,3078.59985351562,18000,18000,0,0,0,0,10,157.650802612305,31.9886112213135,61.6913566589355,"801","1","1","Grow_2003","1bd7c802-33ca-4107-a80e-8c4b474aee4c"
"FIA","360303506767","2013","0",91,602.221130371094,602.221130371094,216.533462524414,367,357,84,8.11934089660645,6253.42236328125,6253.42236328125,4177.32958984375,4177.32958984375,24788.162109375,24788.162109375,0,0,0,0,0,0,0,68.7142868041992,"801","1","1","Grow_2003","1bd7c802-33ca-4107-a80e-8c4b474aee4c"
"FIA","360304303762","2003","0",80,2607,2607,165.480621337891,300,361,80,3.41145253181458,3796.87329101562,3796.87329101562,2982.60009765625,2982.60009765625,18786,18786,0,0,0,0,10,54.6510543823242,18.5421543121338,47.4625015258789,"801","1","1","Grow_2003","786aed6f-3757-4947-baf1-22b63a8787f3"
"FIA","360304303762","2013","0",90,1429.18957519531,1429.18957519531,179.043899536133,324,400,85,4.79259967803955,4157.96240234375,4157.96240234375,3382.51123046875,3382.51123046875,21665.005859375,21665.005859375,0,0,0,0,0,0,0,46.2000007629395,"801","1","1","Grow_2003","786aed6f-3757-4947-baf1-22b63a8787f3"
