"","CaseID","StandID","Year","abgCMgha","Belowground_Live","Standing_Dead","Belowground_Dead","Forest_Down_Dead_Wood","Age","Tpa","BA","SDI","TopHt"
"1","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2004,6.53149795532227,1.71739339828491,0,0,3.97499990463257,0,115.820602416992,30.1108951568604,59,52
"2","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2009,7.9821138381958,2.06607222557068,0.0192711353302002,0.00675817718729377,2.63397455215454,5,114.123336791992,36.0103340148926,69,55
"3","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2014,9.58653259277344,2.44724917411804,0.0354168303310871,0.01553207449615,2.03623056411743,10,112.439804077148,42.2486763000488,79,58
"4","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2019,11.5159168243408,2.85082936286926,0.0566980727016926,0.0268229395151138,1.7027804851532,15,110.770431518555,48.6119384765625,90,62
"5","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2020,11.6904907226562,2.93001508712769,0.0571660175919533,0.0295634157955647,1.81519544124603,16,110.438117980957,49.8132667541504,91,62
"6","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2025,13.6458988189697,3.34574246406555,0.094341941177845,0.0440973527729511,1.44367647171021,21,108.787063598633,56.0818481445312,101,66
"7","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2030,15.6153383255005,3.7656717300415,0.133692637085915,0.0613359361886978,1.35909187793732,26,107.152114868164,62.1991157531738,110,69
"8","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2035,17.6161117553711,4.18741750717163,0.180761471390724,0.0811430960893631,1.30426251888275,31,105.53369140625,68.146125793457,118,72
"9","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2040,19.6496849060059,4.60641384124756,0.235230952501297,0.103242814540863,1.28527903556824,36,103.932144165039,73.8811187744141,126,74
"10","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2045,21.6920433044434,5.02396440505981,0.295561403036118,0.127447694540024,1.30042541027069,41,102.347839355469,79.4434967041016,133,76
"11","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2050,23.7558708190918,5.44021606445312,0.362001180648804,0.153760924935341,1.31606507301331,46,100.781135559082,84.8531799316406,140,79
"12","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2055,25.8272590637207,5.85573482513428,0.435582101345062,0.182397767901421,1.37218689918518,51,99.2319412231445,90.1387481689453,147,81
"13","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2060,27.9254570007324,6.27001905441284,0.519484519958496,0.213619366288185,1.42797362804413,56,97.7007827758789,95.3037185668945,153,84
"14","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2065,30.034595489502,6.68216180801392,0.613065838813782,0.247736155986786,1.50450944900513,61,96.1873779296875,100.344650268555,159,86
"15","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2070,32.1350059509277,7.09113836288452,0.719077944755554,0.284602522850037,1.60288310050964,66,94.6917724609375,105.254600524902,165,88
"16","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2075,34.2200202941895,7.49464130401611,0.835683226585388,0.3242347240448,1.71246981620789,71,93.2138290405273,110.014671325684,171,90
"17","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2080,36.2784767150879,7.89237308502197,0.96230286359787,0.366086721420288,1.85436880588531,76,91.7537536621094,114.625984191895,176,92
"18","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2085,38.316822052002,8.28505039215088,1.09490025043488,0.409487903118134,1.99376618862152,81,90.3110656738281,119.105949401855,181,94
"19","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2090,40.3250694274902,8.67178344726562,1.23178172111511,0.454002976417542,2.14444088935852,86,88.886474609375,123.442306518555,186,96
"20","0d14a1fe-3175-42ff-a58f-04aec47050cc","55934328010538",2095,42.2800598144531,9.05001735687256,1.36662113666534,0.498885482549667,2.34234809875488,91,87.4790344238281,127.618537902832,191,98
"21","2337b061-e43e-4e42-ac37-2238e4b96718","221353858010661",2011,6.10840225219727,1.2374449968338,0,0,4.66499996185303,0,30.9982814788818,18.5549793243408,32,61
"22","2337b061-e43e-4e42-ac37-2238e4b96718","221353858010661",2016,7.22148323059082,1.44843280315399,0.028357245028019,0.00813047308474779,3.18841886520386,5,30.5479431152344,21.2344551086426,36,66
"23","2337b061-e43e-4e42-ac37-2238e4b96718","221353858010661",2020,8.11824131011963,1.6213686466217,0.0477706827223301,0.0157880894839764,2.54651117324829,9,30.1893177032471,23.3594703674316,39,69
"24","2337b061-e43e-4e42-ac37-2238e4b96718","221353858010661",2025,9.2711067199707,1.83970987796783,0.0792817026376724,0.0266075320541859,2.01570558547974,14,29.744026184082,25.9600296020508,42,73
"25","2337b061-e43e-4e42-ac37-2238e4b96718","221353858010661",2030,10.4379997253418,2.06006860733032,0.114660054445267,0.0389864295721054,1.70651996135712,19,29.3018283843994,28.5023422241211,45,76
"26","2337b061-e43e-4e42-ac37-2238e4b96718","221353858010661",2035,11.6179046630859,2.27934074401855,0.155711144208908,0.0529305040836334,1.48370599746704,24,28.8629264831543,30.9586887359619,49,80
"27","2337b061-e43e-4e42-ac37-2238e4b96718","221353858010661",2040,12.779504776001,2.49635434150696,0.20389586687088,0.0684371739625931,1.33891594409943,29,28.4274063110352,33.3225212097168,51,83
