"MgmtID","StandID","Year","Aboveground_Total_Live","Aboveground_Merch_Live","Belowground_Live","Belowground_Dead","Standing_Dead","Forest_Down_Dead_Wood","Forest_Floor","Forest_Shrub_Herb","Total_Stand_Carbon","Total_Removed_Carbon","Carbon_Released_From_Fire","RunTitle","CaseID"
"A009","230101700852","2001",58.4780616760254,35.3297348022461,19.2094326019287,3.44951391220093,7.81497001647949,10.457257270813,13.3866348266602,0.694908857345581,113.490783691406,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
"A009","230101700852","2002",60.1270065307617,36.0880279541016,19.453161239624,3.3128297328949,7.47796010971069,10.2001180648804,13.7770481109619,0.694908857345581,115.043029785156,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
"A009","230101700852","2003",61.5490341186523,37.0253677368164,19.6981563568115,3.18399238586426,7.14520835876465,10.3704423904419,14.0706281661987,0.694908857345581,116.712371826172,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
"A009","230101700852","2004",63.029224395752,37.9644775390625,19.9370460510254,3.06153559684753,6.81135511398315,10.4949169158936,14.3072471618652,0.694908857345581,118.336235046387,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
"A009","230101700852","2005",64.715934753418,39.120059967041,20.1895027160645,2.94502377510071,6.4831075668335,10.6145696640015,14.5107583999634,0.694908857345581,120.15380859375,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
"A009","230101700852","2006",66.561897277832,40.3660278320312,20.4440460205078,2.8339307308197,6.15943479537964,10.7251138687134,14.6964569091797,0.694908857345581,122.115783691406,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
"A009","230101700852","2007",68.5214462280273,41.7485847473145,20.7074432373047,2.72796058654785,5.84078884124756,10.8503112792969,14.8737344741821,0.694908857345581,124.216590881348,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
"A009","230101700852","2008",70.5900650024414,42.7798652648926,21.0152187347412,2.62688875198364,5.52705812454224,10.9717893600464,15.0498647689819,0.694908857345581,126.475799560547,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
"A009","230101700852","2009",73.009880065918,44.3718490600586,21.334981918335,2.5396625995636,5.25419759750366,11.1023836135864,15.2540512084961,0.694908857345581,129.190063476562,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
"A009","230101700852","2010",75.5520172119141,46.0611763000488,21.6660575866699,2.47008776664734,5.03394079208374,11.2756471633911,15.4808130264282,0.694908857345581,132.173492431641,0,0,"ByPlotYearly","75964e72-239e-47e4-bcd3-228d89d85c99"
