"MgmtID","StandID","Year","RmvCode","Age","Tpa","TPrdTpa","BA","SDI","CCF","TopHt","QMD","MCuFt","TPrdMCuFt","SCuFt","TPrdSCuFt","SBdFt","TPrdSBdFt","RTpa","RMCuFt","RSCuFt","RSBdFt","PrdLen","Acc","Mort","MAI","ForTyp","SizeCls","StkCls","RunTitle","CaseID"
"A012","231202502686","2012","0",107,9558,9558,150.986724853516,300,317,65,1.70185351371765,2754.00024414062,2754.00024414062,1160.40014648438,1160.40014648438,6162,6162,0,0,0,0,10,89.3771362304688,11.89772605896,25.738317489624,"801","2","1","Grow_2012","b828a9c8-7134-4111-9457-57b277ac1139"
"A012","231202502686","2022","0",117,7067.14111328125,7067.14111328125,188.151901245117,396,400,68,2.20937132835388,3528.7939453125,3528.7939453125,1446.75854492188,1446.75854492188,8222.2080078125,8222.2080078125,0,0,0,0,0,0,0,30.1623935699463,"801","2","1","Grow_2012","b828a9c8-7134-4111-9457-57b277ac1139"
